"","x","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"26827",26827,90,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"33224",33224,58,"Private","9th",5,"Married-civ-spouse","Black","Male",40,"<=50K"
"25442",25442,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",70,"<=50K"
"36207",36207,33,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",80,">50K"
"48312",48312,20,"Private","Some-college",10,"Never-married","White","Female",30,"<=50K"
"32340",32340,38,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"46595",46595,26,"?","Some-college",10,"Married-civ-spouse","White","Female",20,"<=50K"
"30981",30981,43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"8229",8229,45,"Private","9th",5,"Divorced","Black","Female",40,"<=50K"
"37751",37751,58,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"26304",26304,18,"Private","11th",7,"Never-married","White","Female",30,"<=50K"
"36582",36582,41,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"26992",26992,25,"Private","10th",6,"Married-civ-spouse","White","Female",35,"<=50K"
"17734",17734,17,"?","10th",6,"Never-married","White","Male",30,"<=50K"
"9130",9130,39,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"6007",6007,27,"Local-gov","Bachelors",13,"Never-married","White","Female",45,"<=50K"
"41332",41332,21,"Private","HS-grad",9,"Never-married","White","Male",30,"<=50K"
"15335",15335,37,"?","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"42508",42508,35,"Private","Bachelors",13,"Never-married","White","Female",45,"<=50K"
"33110",33110,17,"Private","12th",8,"Never-married","White","Male",15,"<=50K"
"7106",7106,19,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"27540",27540,32,"Private","HS-grad",9,"Married-civ-spouse","White","Female",20,"<=50K"
"34909",34909,62,"Private","9th",5,"Married-civ-spouse","White","Male",40,"<=50K"
"29742",29742,41,"Private","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"27825",27825,65,"Private","HS-grad",9,"Married-civ-spouse","White","Male",20,"<=50K"
"14913",14913,55,"Self-emp-inc","Assoc-voc",11,"Divorced","White","Male",30,"<=50K"
"26739",26739,39,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"12217",12217,34,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"24577",24577,35,"Private","Some-college",10,"Never-married","White","Male",45,"<=50K"
"14953",14953,42,"Private","Assoc-voc",11,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"33159",33159,49,"State-gov","Prof-school",15,"Divorced","White","Female",40,"<=50K"
"39114",39114,35,"State-gov","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"31493",31493,36,"Private","Assoc-voc",11,"Never-married","White","Male",42,">50K"
"38830",38830,43,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,"<=50K"
"17416",17416,42,"?","Some-college",10,"Divorced","White","Male",40,"<=50K"
"8033",8033,31,"Private","10th",6,"Never-married","White","Male",99,"<=50K"
"632",632,52,"Private","Some-college",10,"Divorced","Black","Female",37,"<=50K"
"35381",35381,35,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"15707",15707,34,"Private","HS-grad",9,"Divorced","White","Female",50,"<=50K"
"32083",32083,34,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,"<=50K"
"27671",27671,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"27367",27367,28,"?","Some-college",10,"Divorced","White","Female",30,"<=50K"
"9756",9756,35,"Federal-gov","Bachelors",13,"Separated","White","Male",40,"<=50K"
"18736",18736,48,"Private","HS-grad",9,"Divorced","White","Female",37,"<=50K"
"19019",19019,58,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"25653",25653,23,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"8529",8529,46,"Private","Masters",14,"Never-married","White","Male",40,"<=50K"
"597",597,38,"Private","HS-grad",9,"Separated","Black","Female",28,"<=50K"
"4029",4029,41,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",70,">50K"
"21682",21682,50,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"43618",43618,26,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"7684",7684,21,"Private","7th-8th",4,"Never-married","White","Male",36,"<=50K"
"4262",4262,48,"Self-emp-not-inc","11th",7,"Married-civ-spouse","White","Female",30,">50K"
"35672",35672,31,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"45767",45767,30,"Self-emp-not-inc","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"39268",39268,20,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"4799",4799,29,"State-gov","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"28573",28573,72,"Private","11th",7,"Divorced","Black","Female",35,"<=50K"
"43381",43381,49,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"25328",25328,23,"Private","5th-6th",3,"Married-civ-spouse","White","Male",35,"<=50K"
"25452",25452,21,"?","Some-college",10,"Never-married","Black","Male",20,"<=50K"
"26742",26742,58,"?","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"23994",23994,41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"34404",34404,31,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"34553",34553,45,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"42391",42391,41,"Private","Assoc-voc",11,"Separated","White","Male",30,"<=50K"
"31644",31644,46,"Private","Bachelors",13,"Widowed","White","Female",38,"<=50K"
"36946",36946,77,"?","Assoc-voc",11,"Married-spouse-absent","White","Female",25,"<=50K"
"43831",43831,20,"?","Some-college",10,"Never-married","White","Female",40,"<=50K"
"1536",1536,20,"?","Some-college",10,"Never-married","White","Male",32,"<=50K"
"18390",18390,58,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"34212",34212,53,"State-gov","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"16689",16689,46,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",25,"<=50K"
"27386",27386,27,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"31376",31376,36,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"40131",40131,37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"24515",24515,37,"State-gov","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"13823",13823,35,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"18909",18909,34,"Private","Assoc-voc",11,"Divorced","White","Male",40,"<=50K"
"16055",16055,30,"Local-gov","Assoc-voc",11,"Divorced","White","Female",40,"<=50K"
"28631",28631,34,"Private","7th-8th",4,"Married-civ-spouse","White","Female",40,"<=50K"
"8919",8919,69,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",40,">50K"
"26306",26306,49,"Private","Assoc-voc",11,"Separated","White","Female",36,"<=50K"
"41638",41638,45,"Private","Masters",14,"Married-civ-spouse","White","Male",60,">50K"
"28890",28890,28,"Private","9th",5,"Divorced","Black","Female",40,"<=50K"
"13672",13672,28,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"15815",15815,51,"Self-emp-inc","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"11198",11198,50,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"14775",14775,22,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"39294",39294,64,"Self-emp-inc","1st-4th",2,"Married-civ-spouse","White","Male",20,"<=50K"
"31453",31453,57,"Private","5th-6th",3,"Separated","White","Female",40,"<=50K"
"252",252,35,"Private","Assoc-voc",11,"Never-married","White","Male",50,"<=50K"
"4503",4503,44,"Private","Some-college",10,"Married-spouse-absent","White","Female",40,"<=50K"
"10062",10062,26,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"7848",7848,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"17141",17141,49,"Private","Bachelors",13,"Never-married","White","Female",56,">50K"
"18520",18520,35,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"7469",7469,36,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"15953",15953,58,"?","11th",7,"Divorced","Black","Female",32,"<=50K"
"48465",48465,44,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"8903",8903,44,"Private","Bachelors",13,"Divorced","Black","Female",35,"<=50K"
"30713",30713,28,"Private","HS-grad",9,"Married-civ-spouse","White","Male",46,"<=50K"
"48019",48019,52,"Private","Bachelors",13,"Never-married","White","Male",38,"<=50K"
"28721",28721,44,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"47684",47684,44,"Federal-gov","Assoc-acdm",12,"Divorced","Black","Female",40,"<=50K"
"9746",9746,47,"Private","1st-4th",2,"Divorced","White","Female",15,"<=50K"
"5967",5967,19,"Private","Some-college",10,"Never-married","White","Male",18,"<=50K"
"19097",19097,50,"Private","5th-6th",3,"Married-civ-spouse","White","Male",37,"<=50K"
"18583",18583,45,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"6115",6115,58,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"42874",42874,49,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"39749",39749,42,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",80,">50K"
"40028",40028,19,"State-gov","HS-grad",9,"Never-married","White","Female",20,"<=50K"
"30729",30729,40,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",50,"<=50K"
"15946",15946,34,"Local-gov","Bachelors",13,"Never-married","White","Female",43,"<=50K"
"46270",46270,28,"Local-gov","Bachelors",13,"Never-married","White","Male",52,"<=50K"
"33884",33884,62,"State-gov","Assoc-acdm",12,"Widowed","White","Female",40,"<=50K"
"7094",7094,20,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"30523",30523,40,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",45,"<=50K"
"18452",18452,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"26875",26875,24,"Private","Bachelors",13,"Never-married","Black","Female",75,"<=50K"
"30",30,32,"Self-emp-not-inc","Some-college",10,"Never-married","White","Male",60,"<=50K"
"3993",3993,45,"Private","HS-grad",9,"Divorced","White","Female",45,"<=50K"
"44486",44486,41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"7027",7027,64,"Local-gov","Some-college",10,"Widowed","White","Male",50,"<=50K"
"23724",23724,24,"Private","Assoc-acdm",12,"Never-married","White","Male",40,"<=50K"
"3010",3010,21,"Private","HS-grad",9,"Never-married","Amer-Indian-Eskimo","Male",30,"<=50K"
"1057",1057,21,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"7213",7213,61,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"46192",46192,38,"Federal-gov","Some-college",10,"Divorced","White","Female",38,"<=50K"
"47551",47551,18,"Private","HS-grad",9,"Never-married","White","Female",20,"<=50K"
"28324",28324,31,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"3147",3147,42,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"2841",2841,43,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"24538",24538,50,"Private","Some-college",10,"Married-civ-spouse","White","Male",35,">50K"
"32773",32773,25,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"5291",5291,23,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"33062",33062,37,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"27418",27418,46,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Female",50,"<=50K"
"23791",23791,22,"Private","Some-college",10,"Never-married","White","Male",32,"<=50K"
"41340",41340,27,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"2627",2627,53,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"26008",26008,18,"Private","10th",6,"Never-married","White","Male",20,"<=50K"
"2554",2554,27,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"43789",43789,65,"?","10th",6,"Married-civ-spouse","White","Male",70,"<=50K"
"32806",32806,51,"Private","HS-grad",9,"Divorced","Black","Female",30,"<=50K"
"27112",27112,47,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"6367",6367,42,"Private","HS-grad",9,"Separated","White","Male",27,"<=50K"
"37836",37836,29,"Private","Bachelors",13,"Never-married","White","Female",45,">50K"
"1353",1353,45,"Self-emp-not-inc","11th",7,"Married-civ-spouse","White","Male",50,"<=50K"
"21670",21670,35,"Private","Bachelors",13,"Divorced","White","Male",40,">50K"
"42312",42312,50,"Private","HS-grad",9,"Divorced","White","Female",33,"<=50K"
"18954",18954,38,"Private","Prof-school",15,"Never-married","White","Male",50,"<=50K"
"24915",24915,23,"Private","11th",7,"Never-married","Asian-Pac-Islander","Male",40,">50K"
"4820",4820,50,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"37943",37943,21,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"3431",3431,28,"Private","Assoc-voc",11,"Never-married","White","Female",23,"<=50K"
"38233",38233,21,"Self-emp-not-inc","12th",8,"Married-civ-spouse","White","Female",30,"<=50K"
"32144",32144,21,"Private","HS-grad",9,"Never-married","White","Male",38,"<=50K"
"38426",38426,57,"Federal-gov","Some-college",10,"Divorced","White","Male",40,"<=50K"
"21624",21624,28,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35778",35778,17,"Private","10th",6,"Never-married","Black","Female",12,"<=50K"
"5564",5564,53,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"33267",33267,57,"Private","11th",7,"Married-spouse-absent","White","Male",40,"<=50K"
"20356",20356,33,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"34381",34381,30,"Local-gov","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"44529",44529,47,"Private","HS-grad",9,"Married-spouse-absent","Black","Female",40,"<=50K"
"17374",17374,31,"Private","Doctorate",16,"Married-spouse-absent","Asian-Pac-Islander","Male",60,"<=50K"
"36437",36437,27,"State-gov","Assoc-acdm",12,"Never-married","White","Female",40,"<=50K"
"21990",21990,43,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",30,">50K"
"45405",45405,29,"Private","Some-college",10,"Married-civ-spouse","White","Male",54,">50K"
"33385",33385,35,"Private","HS-grad",9,"Divorced","White","Female",55,"<=50K"
"39997",39997,25,"Private","Assoc-acdm",12,"Never-married","White","Male",50,">50K"
"41404",41404,45,"?","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"5017",5017,41,"Self-emp-not-inc","Assoc-acdm",12,"Married-civ-spouse","White","Male",60,">50K"
"10654",10654,34,"Private","Some-college",10,"Divorced","White","Female",65,"<=50K"
"14027",14027,47,"Private","11th",7,"Married-civ-spouse","Black","Male",40,"<=50K"
"36047",36047,52,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"30220",30220,23,"Private","Some-college",10,"Never-married","Black","Male",22,"<=50K"
"16791",16791,39,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"26411",26411,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"18601",18601,65,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"41192",41192,55,"Local-gov","Some-college",10,"Married-spouse-absent","Black","Female",35,"<=50K"
"25131",25131,38,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",35,"<=50K"
"47026",47026,60,"?","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"12718",12718,36,"Federal-gov","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"17082",17082,43,"Private","Assoc-acdm",12,"Divorced","White","Male",40,"<=50K"
"16909",16909,38,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",64,"<=50K"
"30577",30577,56,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"13975",13975,29,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"1172",1172,35,"Private","Some-college",10,"Divorced","White","Male",50,"<=50K"
"38472",38472,31,"Private","HS-grad",9,"Married-spouse-absent","White","Female",80,"<=50K"
"15453",15453,47,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",65,"<=50K"
"3693",3693,64,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",65,">50K"
"26625",26625,39,"Self-emp-not-inc","Bachelors",13,"Divorced","Black","Male",60,"<=50K"
"48602",48602,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",72,"<=50K"
"41451",41451,19,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"4926",4926,50,"Private","HS-grad",9,"Widowed","Black","Female",40,"<=50K"
"23870",23870,60,"Self-emp-not-inc","Bachelors",13,"Divorced","White","Female",30,"<=50K"
"46874",46874,51,"Local-gov","HS-grad",9,"Divorced","White","Male",52,"<=50K"
"14487",14487,33,"Private","12th",8,"Separated","White","Female",50,"<=50K"
"3950",3950,55,"Private","HS-grad",9,"Widowed","White","Male",40,"<=50K"
"10371",10371,53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
